               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.022149,           0.0064347,                   0,              0.8739,             0.86674,             0.92642,             0.66254,            0.022171,           0.0035688,                   0,             0.00244,             0.00244,             0.00244
                 170,            0.023161,           0.0071717,                   0,             0.86949,               0.875,             0.93052,             0.64989,             0.02227,           0.0036309,                   0,            0.002395,            0.002395,            0.002395
                 171,            0.021502,           0.0067371,                   0,             0.86249,               0.875,             0.93638,              0.6652,            0.022184,           0.0035588,                   0,             0.00235,             0.00235,             0.00235
                 172,            0.020664,           0.0072375,                   0,             0.90621,              0.8125,             0.93519,             0.67155,            0.022199,           0.0035341,                   0,            0.002305,            0.002305,            0.002305
                 173,            0.022061,           0.0071762,                   0,             0.88041,               0.921,             0.95103,             0.69495,            0.021218,           0.0033766,                   0,             0.00226,             0.00226,             0.00226
                 174,             0.02119,           0.0064988,                   0,             0.87502,              0.9375,             0.95303,             0.67243,            0.021763,           0.0033826,                   0,            0.002215,            0.002215,            0.002215
                 175,            0.022918,           0.0072467,                   0,             0.84056,             0.98899,              0.9618,             0.69947,            0.021668,           0.0034213,                   0,             0.00217,             0.00217,             0.00217
                 176,            0.023282,           0.0061393,                   0,              0.8815,             0.93028,             0.94859,             0.68644,            0.022138,           0.0035295,                   0,            0.002125,            0.002125,            0.002125
                 177,            0.021371,           0.0070188,                   0,             0.88181,             0.93286,              0.9578,             0.69154,            0.022082,           0.0035054,                   0,             0.00208,             0.00208,             0.00208
                 178,            0.021305,           0.0064301,                   0,             0.88861,             0.99731,               0.961,              0.6771,            0.022533,           0.0033265,                   0,            0.002035,            0.002035,            0.002035
                 179,            0.021923,           0.0071637,                   0,             0.88419,                   1,             0.95714,             0.67349,            0.022691,           0.0032297,                   0,             0.00199,             0.00199,             0.00199
                 180,            0.020597,           0.0077111,                   0,             0.87931,                   1,             0.95714,              0.6923,            0.021982,           0.0031783,                   0,            0.001945,            0.001945,            0.001945
                 181,            0.022638,           0.0068904,                   0,             0.88882,             0.99937,             0.95338,             0.69826,             0.02172,           0.0031843,                   0,              0.0019,              0.0019,              0.0019
                 182,            0.022604,           0.0074027,                   0,             0.83938,                   1,             0.94933,             0.71818,            0.021494,           0.0031429,                   0,            0.001855,            0.001855,            0.001855
                 183,            0.020877,           0.0068243,                   0,             0.84031,                   1,             0.94394,             0.71919,            0.020961,           0.0031803,                   0,             0.00181,             0.00181,             0.00181
                 184,             0.01991,           0.0062165,                   0,             0.83767,                   1,             0.94394,             0.69388,            0.021218,            0.003225,                   0,            0.001765,            0.001765,            0.001765
                 185,             0.02151,           0.0071216,                   0,             0.83344,                   1,             0.94394,             0.70613,            0.021312,           0.0033172,                   0,             0.00172,             0.00172,             0.00172
                 186,            0.021697,           0.0075707,                   0,             0.83191,                   1,             0.94394,              0.6861,            0.021526,           0.0033993,                   0,            0.001675,            0.001675,            0.001675
                 187,            0.022876,           0.0067353,                   0,             0.87301,              0.9375,             0.94603,             0.69785,             0.02226,           0.0035074,                   0,             0.00163,             0.00163,             0.00163
                 188,            0.022724,           0.0065762,                   0,             0.87898,              0.9375,             0.94603,             0.69991,            0.021798,           0.0035882,                   0,            0.001585,            0.001585,            0.001585
                 189,            0.020861,           0.0067777,                   0,             0.88202,             0.93465,             0.95299,              0.6801,            0.021213,           0.0036463,                   0,             0.00154,             0.00154,             0.00154
                 190,             0.02251,           0.0069075,                   0,             0.88131,             0.92864,             0.93358,              0.6864,            0.021138,           0.0037971,                   0,            0.001495,            0.001495,            0.001495
                 191,            0.022276,           0.0074545,                   0,             0.88077,             0.92406,             0.92668,             0.68246,              0.0214,           0.0038913,                   0,             0.00145,             0.00145,             0.00145
                 192,            0.019545,           0.0060969,                   0,             0.88088,             0.92499,             0.92975,             0.66728,            0.021443,           0.0038512,                   0,            0.001405,            0.001405,            0.001405
                 193,            0.024264,           0.0078382,                   0,             0.88037,             0.92063,             0.92845,             0.67179,            0.021944,           0.0038646,                   0,             0.00136,             0.00136,             0.00136
                 194,            0.021562,           0.0064879,                   0,             0.87466,             0.87244,             0.91622,              0.6674,            0.021731,           0.0039587,                   0,            0.001315,            0.001315,            0.001315
                 195,             0.02052,            0.006714,                   0,             0.87494,             0.87452,             0.91852,             0.66659,            0.021721,           0.0039707,                   0,             0.00127,             0.00127,             0.00127
                 196,            0.019123,           0.0060756,                   0,             0.87328,               0.875,             0.91542,             0.66675,            0.021712,           0.0040395,                   0,            0.001225,            0.001225,            0.001225
                 197,            0.021754,           0.0063054,                   0,             0.87249,               0.875,             0.91512,             0.66338,             0.02173,           0.0039968,                   0,             0.00118,             0.00118,             0.00118
                 198,            0.020167,            0.005867,                   0,             0.86833,               0.875,             0.93061,             0.66059,            0.021902,           0.0038299,                   0,            0.001135,            0.001135,            0.001135
                 199,            0.020554,           0.0070441,                   0,             0.88125,             0.92812,             0.94438,             0.68084,            0.021537,            0.003657,                   0,             0.00109,             0.00109,             0.00109
